"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-3.620780927951897, -5.118800094338342, 6.260841226078666)","(0.7738302682962548, -5.620543105807809, 4.2778943448230216)","176","401","13500","360","13500","259","13500"
"(5.153925352303816, -3.001217532550752, 6.736337010081861)","(-6.458004349674944, -0.6077136667595173, 4.437954883927154)","177","7353","13500","7355","13500","7537","13500"
"(6.433399115954887, 0.9259788101180393, -5.143788490685271)","(-1.3717317558522382, -7.572408120833797, 3.5868347485930996)","178","660","13500","807","13500","828","13500"
"(-3.1432755700247856, 7.372423575081288, -2.4807158715538584)","(-8.595352018702364, 3.04247982253524, 4.3201197609183)","179","6478","13500","6789","13500","7036","13500"
"(-7.334259175615756, 0.903755159473261, -2.4089934348266437)","(-7.329525964230321, -1.4078049264463033, 3.9881912271779836)","180","623","13500","734","13500","852","13500"
"(4.320789082714118, -4.448805217361943, 4.637328906560968)","(4.704453102446655, -0.8384389581081919, 4.458355341497789)","181","380","13500","322","13500","316","13500"
"(-0.018650199865857944, 9.055652380607492, 0.9605689779008317)","(7.224580878748171, 6.1282704804179815, 4.303424579193382)","182","803","13500","864","13500","981","13500"
"(-7.571854705693767, -5.102223025852777, 0.7632345929752224)","(-2.7985597113653533, -8.63060991562106, 4.068179077180271)","183","736","13500","870","13500","996","13500"
"(5.076950913773819, 0.6622100816603843, 1.155510660455938)","(-9.37236424244375, -1.3001541516953878, 4.069392719732141)","184","6983","13500","7110","13500","7327","13500"
"(-4.0061209474047335, -4.164514902442327, -2.324717878600358)","(2.1811687285036907, 4.257477580214308, 4.340574007666479)","185","393","13500","471","13500","430","13500"
"(5.098647474519635, 4.551629844454239, 0.11170174311296478)","(-1.4427579519788303, 3.6807176286812293, 3.9285730225391426)","186","710","13500","781","13500","722","13500"
"(-0.7260222815403494, -5.2640026253437515, -4.184567402261561)","(2.2981839902840395, -9.074646801035765, 3.864791877405535)","187","7582","13500","7776","13500","7624","13500"
"(-4.042702344663609, 3.370816869437506, -1.3509155381706934)","(-3.985381310824458, -4.811221980342896, 3.8290753779052342)","188","7299","13500","7256","13500","7329","13500"
"(2.580522922250784, 2.7018574559541073, -2.9294832498632393)","(1.4463841074680985, 6.4977731848378575, 3.5683248855418173)","189","7264","13500","7333","13500","7401","13500"
"(-5.278476278848105, 4.917121445186693, 5.199792953636402)","(-3.7730027269113435, 4.012702747819681, 3.9314897095393313)","190","323","13500","293","13500","74","13500"
"(-2.555903639162523, 2.5652468607652112, -8.911608197263993)","(8.522934071498582, 4.98128218004023, 4.163168994878177)","191","862","13500","992","13500","1022","13500"
"(-2.9922790011715192, 3.367466227428349, 3.879886767359141)","(2.999288373876807, 1.139913425895081, 3.7049433125042412)","192","454","13500","472","13500","434","13500"
"(-3.385950697902097, -2.1988636295950905, 8.527448583276447)","(9.678227226150536, -1.5740498274972143, 3.599720660931662)","193","7312","13500","7224","13500","7183","13500"
"(-4.233180523114428, 2.270102696499489, -8.021682166042417)","(-5.0697074679146255, 0.5216359815874245, 4.012091279479603)","194","553","13500","632","13500","594","13500"
"(-4.256593552156642, -5.637242455965131, -0.17926240522987857)","(0.6403680971807617, -4.289242213002337, 3.6172236737295016)","195","654","13500","616","13500","418","13500"
"(-2.1956790439208183, 9.683597223750699, 0.5621454112671129)","(-6.005155500415675, -1.7242361165695748, 3.6100066481584374)","196","811","13500","849","13500","913","13500"
"(1.960275828032613, 2.8548860554392195, 4.882458073491911)","(4.28488155834286, 1.5540091435580514, 3.9704981452911365)","197","364","13500","394","13500","299","13500"
"(-4.510094565183903, 2.5822623980397093, -3.111492721859482)","(-3.6554975974064474, -2.4496384391024133, 3.707697062475661)","198","852","13500","891","13500","1041","13500"
"(6.4351168512488695, -4.271372921678365, 5.062110412551709)","(0.7509004247881652, -0.08517618844684094, 3.550461690486226)","199","138","13500","77","13500","6","13500"
"(2.7459026179700974, -2.629030253572244, 5.07662385823507)","(-0.03279425576741701, -7.725085365673873, 4.024150369164768)","200","714","13500","769","13500","868","13500"
"(4.310423841335989, -2.6948438131363632, 1.3513325604784465)","(1.8922452640528178, -8.113024630692134, 4.15296950734641)","201","766","13500","838","13500","932","13500"
"(3.2355566452151785, -2.1814266669755016, -1.540148729241694)","(5.106023479702188, 0.5721260719047905, 3.5941869516758964)","202","5404","13500","5681","13500","6007","13500"
"(-1.6526208830762856, -4.0710180085553445, -0.20996114593148318)","(-0.8449908999963274, 9.465658074109417, 4.461976454243868)","203","7476","13500","7401","13500","7499","13500"
"(3.47858698226061, -5.3330021526834255, 5.886335318445019)","(-5.146904841157918, 3.560119442164254, 4.465069837236828)","204","7674","13500","7721","13500","7651","13500"
"(-3.164503090897395, -4.850505053626976, 5.366848283687694)","(0.039617988721989406, 0.5479258503312767, 4.030536672356043)","205","255","13500","181","13500","118","13500"
"(-2.945397527281661, -2.6582045914203767, -0.2954895045003287)","(-8.063868164317253, -3.167544883444857, 4.029764919932627)","206","7505","13500","7525","13500","7533","13500"
"(4.450477550131069, 4.778440039556041, -3.8674087577224125)","(-4.884637331979416, 2.895185470687311, 4.32706633900349)","207","623","13500","592","13500","570","13500"
"(-4.565195814992882, 0.5710438327331665, -2.7059942669046317)","(-8.445641010564493, 1.482961775428242, 4.431551187436158)","208","7632","13500","7707","13500","7687","13500"
"(-0.9163644096092689, -1.1037256789268381, -1.2051163309813224)","(-8.77471844084133, -5.7195182247259435, 3.6479784040854226)","209","7276","13500","7289","13500","7242","13500"
"(8.288623206386946, -2.2446162925545687, -1.2316539077472481)","(-1.7553162560036988, -3.2064674284283505, 4.381483821008189)","210","573","13500","562","13500","583","13500"
"(-2.5960250138431435, 8.084429902176822, 2.749334496371391)","(0.885222840911954, 8.718447170539037, 4.1180439702284)","211","666","13500","778","13500","812","13500"
"(3.0205695168405304, 3.9464847000105743, -3.202103497982185)","(-8.360745028996558, 4.7252419918736255, 3.888900906220894)","212","7020","13500","7123","13500","7284","13500"
"(-1.8918425302737705, -9.5209053853707, -1.0215458350141768)","(-1.9937047024980679, 4.844464276797037, 3.9688897744321676)","213","462","13500","413","13500","324","13500"
"(2.4018430209336996, 3.577426959934166, -5.986927627324137)","(7.219792986680741, -0.040552892792046435, 3.831263471576233)","214","6806","13500","7032","13500","7393","13500"
"(6.4586454757916325, 2.976365939511172, 6.63449119791294)","(7.2424225068005335, 3.714825098610694, 4.2624077183618345)","215","622","13500","622","13500","526","13500"
"(1.3801947160063177, 3.230203493210796, -8.727103987606212)","(-6.173347810920293, 3.4807181407118986, 4.096181352487281)","216","647","13500","617","13500","510","13500"
"(-0.31510238082505704, -3.5381991953798986, 3.5742276509393593)","(-1.7163182110800594, 3.3013991257602733, 4.309064766060426)","217","670","13500","778","13500","874","13500"
"(-3.362882094817291, -4.317546357434529, -7.561489020134845)","(-7.584652912658454, 9.410208212237496, 4.14129762944281)","218","7154","13500","7153","13500","7166","13500"
"(4.432384935412287, 5.818521022643919, -5.527763473459468)","(-3.3286954324641, -8.634930839809819, 3.844005681763873)","219","723","13500","784","13500","801","13500"
"(-0.5697568900906339, 4.761381846432504, -6.365465504150983)","(-3.028568155205993, 6.573022171630129, 4.266030893012231)","220","7449","13500","7581","13500","7397","13500"
"(6.7986602112327175, 1.3482473282161413, 3.569586497604365)","(8.73928420322289, -2.713811425926722, 3.59718930045055)","221","612","13500","748","13500","849","13500"
"(7.002409725233073, -6.9217091364810726, 0.2928446868597578)","(1.3236906321668158, 6.794812116548936, 4.104675840603169)","222","731","13500","683","13500","631","13500"
"(-0.17151639451535794, 6.8274874154639305, 5.663255656653451)","(-7.522071899381468, -8.292911994707111, 3.753032956658852)","223","7419","13500","7392","13500","7431","13500"
"(6.539687704786437, 2.1916895373174934, -6.073899312397153)","(-4.1230836070677075, 3.8578834044356327, 3.6972856489079566)","224","431","13500","320","13500","213","13500"
"(-2.700277151234067, -3.3089722444425727, -4.723196071127398)","(5.399545869974155, 6.64153213548596, 3.565097816529195)","225","705","13500","805","13500","847","13500"
"(3.3269162194123494, 6.317835061552028, -1.0465579726151917)","(-8.655596087413533, -0.21739214368463067, 4.460958713890624)","226","4011","13500","3858","13500","3675","13500"
"(6.959271637787844, -5.075904400516348, 4.5772462185663905)","(4.4864603399618765, 2.5488146127954145, 4.011148658144335)","227","467","13500","341","13500","244","13500"
"(-3.1824859426590146, 3.888594956569976, -8.626609254348887)","(-6.495423287517987, 4.251400987992753, 3.961201474167445)","228","7140","13500","7203","13500","7374","13500"
"(8.048029603177831, -0.49497226089426016, -5.09926782750264)","(4.995673696837109, -6.2656722378942025, 4.330804290544025)","229","6965","13500","6994","13500","7130","13500"
"(7.992406682572186, -1.7383277936924146, 2.7688197873977747)","(0.6939266963629152, 6.8754636052842635, 3.962292306082443)","230","782","13500","860","13500","896","13500"
"(7.090389777695811, -5.961179038819258, 3.758132516762038)","(9.628471516332876, -8.088432918062662, 3.98225077514736)","231","779","13500","850","13500","1004","13500"
"(-1.3735771501843883, -2.526632991499769, -1.9545753374751973)","(4.433219661741791, -0.6896509416698589, 4.400553646100556)","232","840","13500","878","13500","816","13500"
"(4.602879181524707, -3.7279193416290886, 1.241834175536131)","(-4.750845641893666, -0.7368050892977678, 4.2347615443268145)","233","849","13500","867","13500","995","13500"
"(1.1151751877504286, -3.6592892748296975, -2.7599049481280424)","(-4.620195505061235, 6.865201848306118, 4.49685997017599)","234","912","13500","1048","13500","1062","13500"
"(-3.816412766463004, -7.817714838951199, -1.8437662150164804)","(-8.006149948179262, -3.5986779709994714, 4.088628431170968)","235","761","13500","818","13500","900","13500"
"(5.567916713788745, 3.4451888233447203, -6.2339967228765705)","(-1.8334764334628382, -7.996440833004945, 4.113541572155274)","236","618","13500","656","13500","718","13500"
"(-1.333067069169896, 2.6622743736190326, 0.9016061620499106)","(-2.3727593557920734, -0.44347779691844025, 4.457883093912779)","237","834","13500","878","13500","1009","13500"
"(2.980859650684681, 1.4770921263986097, -0.6069878783497601)","(-3.806211473332084, 8.074812637110668, 3.9746942635459828)","238","7425","13500","7230","13500","7429","13500"
"(5.410328317718305, 4.395401518754597, 3.826116054481932)","(1.91433916609245, 5.439764500070405, 4.068217249655051)","239","321","13500","374","13500","382","13500"
"(0.49041208115818713, 1.0474805754272496, 3.879530501165184)","(-2.128418260090317, 9.1239670884733, 3.9643160450857957)","240","7187","13500","7140","13500","7168","13500"
"(6.0893485585736595, 4.566658147541606, 2.3537128982239084)","(6.920210179559948, -8.352948999231657, 3.623681393222669)","241","7104","13500","7093","13500","7114","13500"
"(-3.640987430021397, -4.497281115701658, 6.925257984362465)","(-1.8286877880503027, -2.205523894608186, 4.420763172015391)","242","208","13500","162","13500","172","13500"
"(8.803789474210255, -2.9741800286557893, 0.9963972744434003)","(-0.21052049809007833, 9.615406513105032, 3.9557435602607898)","243","6979","13500","7125","13500","7274","13500"
"(5.64854352699427, -0.24843776108756294, -6.556087781401064)","(7.1620103431885695, 0.25034881973108725, 3.5846688654896854)","244","7625","13500","7680","13500","7600","13500"
"(6.423087799363651, -1.4352038636301925, -3.2929444924200464)","(6.254551117767225, 4.622920723668649, 4.13597821188101)","245","7351","13500","7394","13500","7323","13500"
"(-1.7432991102748774, 7.76707323200376, 0.3039247925890546)","(3.8316245827121076, -9.900790011767453, 3.779788494984312)","246","748","13500","814","13500","988","13500"
"(-1.4146786364650727, 0.5442234517684579, 8.92863087143318)","(4.6694166858995025, -6.415822486861229, 4.4440795155348525)","247","836","13500","892","13500","846","13500"
"(6.9098620554428285, -5.193743092746863, -4.522133514626585)","(0.1713765988514595, -5.182604718022661, 3.931325891407762)","248","738","13500","771","13500","960","13500"
"(3.1274407524651546, -3.4156853952391373, -6.611570347008063)","(-0.6124344189098458, -7.609058522591612, 3.577832869217526)","249","7266","13500","7345","13500","7426","13500"
"(3.7361776202397237, 0.2497038504553365, 7.091777982790259)","(-0.1579088124044894, -1.9898937415460072, 4.236917287081914)","250","200","13500","191","13500","102","13500"
"(-0.9803652269584037, -3.887739473571792, 3.7067878973519344)","(-6.241972251119163, -9.595320373978026, 4.42491216501989)","251","7366","13500","7448","13500","7537","13500"
"(2.253447722586825, 3.14972826232056, 7.931997776571022)","(-1.8095839727800964, -6.04396480730681, 4.092547973979087)","252","789","13500","872","13500","884","13500"
"(-3.6859148062468603, -2.625686458436117, 6.777974133627015)","(-4.417989945115821, -3.583511574131471, 4.369258402492047)","253","569","13500","478","13500","438","13500"
"(0.445794082323579, -5.2069978836033615, 2.9600908188792436)","(6.515534977052027, 7.757376601852563, 3.6674674886709857)","254","7344","13500","7392","13500","7343","13500"
"(0.7319654065456462, 1.4657583880909175, -4.166005877967497)","(-2.0478582909828003, -3.0505975998211454, 4.428769095363148)","255","649","13500","644","13500","582","13500"
"(0.034447866130523974, 9.086277054080666, 3.9857021173890015)","(-4.821804957461682, -9.34488364074686, 4.403100046456149)","256","7568","13500","7632","13500","7684","13500"
"(-4.85073558581062, -0.5094704356863903, 1.97347526697621)","(-3.2275386613304065, -1.5213819006428189, 4.175297941522908)","257","433","13500","588","13500","592","13500"
"(-0.6823248729232884, 8.812540003774602, -3.047643133799784)","(8.942418248068684, -9.294469739339963, 3.516706908089378)","258","7521","13500","7406","13500","7572","13500"
"(1.8546233718293597, 1.5802534683042393, 5.325396204777237)","(3.5022268701644883, -6.444152976977742, 4.369464382324004)","259","4466","13500","4764","13500","5071","13500"
"(7.866839009291198, 2.091472121201791, -1.2759010540230287)","(-0.9642832928090783, 2.5785308964396556, 4.259467604192359)","260","605","13500","553","13500","525","13500"
"(-7.3818628258166425, -5.518184102059817, 2.949854979662698)","(-8.160449634683726, -9.074034459228633, 3.765458725744995)","261","734","13500","838","13500","992","13500"
"(6.008449351799509, 1.931571673390707, -5.039231340478411)","(6.927203035724972, -8.991971677688163, 3.680855442577234)","262","7383","13500","7193","13500","7310","13500"
"(1.0126742264193922, 3.639068667257759, -2.518802631707931)","(-1.0688386763704987, 8.868394684864644, 4.232902455944388)","263","7490","13500","7699","13500","7551","13500"
"(1.4630607318835742, -2.461240599358527, -0.2829709415684615)","(0.27775041172268367, 2.1643412129713635, 4.244400809860473)","264","7326","13500","7220","13500","7351","13500"
"(4.438769759093346, 7.924292460923139, -1.6204589589264502)","(-7.313609859046812, 9.643112398887471, 4.0231469267776525)","265","7291","13500","7345","13500","7272","13500"
"(-4.7789936493427705, 6.915984426369207, -5.2892339495078575)","(7.673521700258416, 2.190728212662078, 4.074695602781153)","266","752","13500","816","13500","799","13500"
"(-5.474962875921454, 4.068836225459246, -0.3758442667049202)","(-3.6184030971837133, 2.3880218900943646, 4.367591624378055)","267","528","13500","642","13500","794","13500"
"(-5.676397900945633, 2.707426690932239, 0.2037482619471008)","(-6.103081177780885, -4.423306572130112, 4.36576982709945)","268","7148","13500","7206","13500","7306","13500"
"(-2.4975186974195096, 4.031555764166108, -5.121826104448301)","(5.654520590721043, 1.6759947790765128, 3.7497075186259017)","269","666","13500","568","13500","495","13500"
"(5.204978242149137, -0.7568398278191991, 4.4400836751555515)","(3.663918648905277, 2.340717900442808, 3.808539649966702)","270","462","13500","402","13500","276","13500"
"(6.097480052417524, -0.32902816100857507, -0.918813887694256)","(4.4654588123306915, -8.842784420804545, 3.627792274681396)","271","7181","13500","7237","13500","7150","13500"
"(-6.578744816740139, 0.39828131014480145, -4.3688384999745224)","(-2.522843538173989, 0.9950700488200575, 4.092225760149776)","272","695","13500","724","13500","597","13500"
"(4.760166386249342, 6.586494261070951, -4.576535210793576)","(-2.4535866555927432, -9.782503388923384, 3.9688250291599987)","273","784","13500","886","13500","1020","13500"
"(-4.694741455622423, -2.8677172209785993, 1.3545410989921032)","(-2.0905244042906457, -4.153950659586969, 3.974185629624138)","274","562","13500","626","13500","692","13500"
"(2.6747255417862386, 4.518804290298787, 3.418037053741071)","(2.886254321515139, 5.434363544952577, 3.7458482147785617)","275","666","13500","659","13500","588","13500"
"(-0.9312622249998874, -1.0551992474714205, 0.1418525978658586)","(3.4971592444553927, -6.966760178196054, 3.5950502496116736)","276","7130","13500","7154","13500","7160","13500"
"(-3.6241213456648382, -8.678647233484204, 0.14307598278602487)","(5.150553907565634, -3.31126987854854, 4.448941639778042)","277","2966","13500","2610","13500","2323","13500"
"(-5.105513143934975, -4.667100013682883, -5.354940414011759)","(-8.495280630514817, -7.525915871464354, 3.965616454185019)","278","7618","13500","7788","13500","7727","13500"
"(0.20255580646760743, 3.3225426891053282, -8.311275169240627)","(-6.051216730612623, -3.2588141183547847, 4.344577980906002)","279","710","13500","747","13500","662","13500"
"(0.8959545948620398, -0.8413137946035655, -0.8028258067566533)","(-2.2001441463028133, -6.250040561148729, 3.6684619034939647)","280","7575","13500","7389","13500","7471","13500"
"(0.29589605129208796, -6.203449044820406, 7.349457947516891)","(-9.431692114997858, -5.476060821578832, 4.388822633083711)","281","7380","13500","7421","13500","7253","13500"
"(6.7713645492975925, -0.5427332810773952, 2.375497180309798)","(-8.243100381763139, 7.748793195355336, 4.320214619576609)","282","7408","13500","7457","13500","7482","13500"
"(-7.920377923443096, -3.737260412634002, 2.891364691966941)","(7.128457960702008, -3.544037195222291, 3.661775359758502)","283","852","13500","884","13500","968","13500"
"(-4.660624999097836, 0.13757352852141116, 2.6827151748443088)","(0.2794096543354847, 3.8925876284048684, 3.504571917140828)","284","508","13500","479","13500","502","13500"
"(-2.0784021538888706, -5.220275475578642, -6.0502029383694875)","(-8.711511118945012, -1.2038134739208477, 4.169543710746331)","285","7144","13500","7107","13500","7192","13500"
"(-2.821740141700186, 2.2629478998928945, -2.7710864815693683)","(3.9974095283703903, -0.5143262695491089, 3.6026703900930634)","286","518","13500","562","13500","494","13500"
"(5.580920707192574, -5.557825048956928, -5.650072654203499)","(1.7303031972222946, 0.3239891290216317, 3.8878296555578515)","287","310","13500","236","13500","142","13500"
"(-6.671333658865967, -0.6534537563967416, 0.9364245781512569)","(1.7240112051204335, -2.7604774591211996, 4.459040586803481)","288","823","13500","869","13500","926","13500"
"(-5.201485823818369, -3.1198314984363322, -5.070311565805541)","(0.4043071608639952, -0.79672698661685, 4.074064173023088)","289","299","13500","194","13500","126","13500"
"(-5.594959718701144, 1.3728237003973291, 7.119467563110263)","(-0.7601381524236999, -0.3540760325609291, 4.300031633764116)","290","158","13500","78","13500","60","13500"
"(-2.987000887800007, -0.8324488469176713, -0.39904730378867204)","(-9.833065552383172, -9.076189671232855, 4.27158403053941)","291","7471","13500","7418","13500","7286","13500"
"(-2.426719720132547, 3.0419372635769255, -5.741249276701389)","(5.298246496653325, 2.9386748122856545, 4.29222793924237)","292","695","13500","680","13500","517","13500"
"(2.421958440064514, 1.6672979134263086, -1.8153007664693592)","(5.237887040490747, -8.300944331126338, 3.528071987099308)","293","7134","13500","7129","13500","7179","13500"
"(-4.788897109344085, 3.2627560530954227, -2.220253056365446)","(7.937712328048313, -2.97650531959275, 3.9750024741472245)","294","796","13500","848","13500","946","13500"
"(3.9426012615578254, 3.5305142037090893, 4.547093302231958)","(6.461750877881361, 6.422747215859673, 4.4729037676920065)","295","824","13500","915","13500","974","13500"
"(-4.169198002913327, -3.39012748825277, -3.0488858916124313)","(4.655269412612345, -0.25007362718008075, 3.9980658823760606)","296","637","13500","632","13500","538","13500"
"(-3.2125612392705873, 2.4772505193734218, 6.839459490315659)","(-1.980891778838842, 7.869062544792072, 4.460066214956658)","297","829","13500","932","13500","999","13500"
"(3.9062781090771796, -2.4977593678603665, -6.816860160148891)","(-5.71675639969367, 4.493178100119938, 3.9610924656429294)","298","658","13500","656","13500","570","13500"
"(5.510059248561131, 5.295093495028599, 4.346854179624615)","(-2.0040353439477343, -3.8674122805228954, 3.8873928922832137)","299","764","13500","786","13500","947","13500"
"(-1.778801426767778, -8.234285230388869, 3.133343671467703)","(7.910430044326638, -4.208980040283155, 4.062809808459971)","300","7181","13500","7286","13500","7294","13500"
"(-2.8042349364616856, 1.0542882226076007, 5.024807308594803)","(9.572098799316016, 8.138427119947288, 4.246527271649148)","301","7200","13500","7130","13500","7216","13500"
"(-6.590343947577746, -2.958622532690026, 5.667872095304804)","(-9.297202253856092, -8.850624075345166, 4.231618054388619)","302","7456","13500","7571","13500","7627","13500"
"(-2.071704469483684, -2.1288114759225567, -4.286491513946247)","(-8.959324553555028, 4.33890901083582, 3.9254233713283546)","303","7214","13500","7245","13500","7204","13500"
"(1.4656518820056976, -5.543209340800559, 3.873134443130204)","(-0.4267831029017515, -7.677077599855695, 4.0392646586514935)","304","738","13500","778","13500","874","13500"
"(6.802661158474651, -0.18139230999324163, -7.257517470140506)","(-4.92975537937113, -5.596888152192603, 4.467204389922615)","305","704","13500","748","13500","686","13500"
"(5.164290500632471, 4.188092332137302, 6.0386007404451805)","(-1.8406327952464263, 3.3102704417729143, 3.5992153746702993)","306","217","13500","146","13500","84","13500"
"(1.128896385862166, 0.03775316356529975, 1.891914085648137)","(-0.8501422086311194, -3.515505999075595, 4.001618374026658)","307","812","13500","903","13500","952","13500"
"(-3.413172940929819, 6.587350310094445, -4.274483170579685)","(5.241293027285199, 8.677323059613073, 4.17903163958537)","308","7342","13500","7482","13500","7327","13500"
"(-1.884917513500519, 6.23688733187869, -6.293740476817828)","(-5.616553474430328, 9.6365700242353, 4.319272123727423)","309","7517","13500","7691","13500","7759","13500"
"(8.687306504334341, 2.253124715452999, 0.4268936824115399)","(8.610727638741654, -1.1833700282160091, 4.3305830260367975)","310","738","13500","801","13500","938","13500"
"(-4.186826924515315, -0.1376837434996824, 7.11576737233478)","(7.760582155186405, -2.1651664189423236, 4.174525055980059)","311","7275","13500","7241","13500","7196","13500"
"(-7.666158570666806, -0.1703508065617383, 3.55492666059719)","(-5.819242285691979, 0.9823660494473963, 4.060209765568927)","312","428","13500","450","13500","441","13500"
"(1.7818543658887382, -2.9499624146787475, 2.321092662925912)","(-8.276022652116568, 0.9518966034946672, 3.916356887405732)","313","7103","13500","7143","13500","7102","13500"
"(6.7620232098447755, -4.623845012589718, -0.08777171320202441)","(2.326569577694226, 1.2331729666187563, 3.660608056193049)","314","252","13500","298","13500","258","13500"
"(-2.8895051143441055, 7.943834181321509, 4.717362322465975)","(-0.9461755569530723, 1.023844053617955, 4.01894509483118)","315","234","13500","197","13500","164","13500"
"(-2.797002688322915, -4.61148440725945, -1.6514880441574173)","(9.614970457830609, -2.824781170550297, 3.8923703784658525)","316","7036","13500","7137","13500","7216","13500"
"(-3.1092946772723913, 8.319942762665654, 3.379136237080132)","(-1.90925444716218, 3.143850598682027, 3.528753815286512)","317","290","13500","229","13500","238","13500"
"(-5.365192162861112, -7.311882863503143, 3.5557635248116526)","(9.20109232744544, -1.9102174746924874, 3.713478306431688)","318","7013","13500","7097","13500","7299","13500"
"(6.2845598133395075, 5.720681391644094, 2.9642694872166193)","(-0.04342669197574622, 2.5729497236824805, 3.7940591356842415)","319","376","13500","231","13500","166","13500"
"(-3.6288830574502304, -5.187089596014159, 1.748871393588608)","(7.580241301593446, -3.456114141276432, 4.051169612446726)","320","7631","13500","7633","13500","7563","13500"
"(-2.0116739713654463, -4.285933248514893, 6.518868125569906)","(-1.3629884517802964, -5.452828713659805, 3.951656740204201)","321","402","13500","475","13500","409","13500"
"(4.697716407056832, -5.6112837032692315, 4.4719027967839775)","(-2.1052050479442013, -4.678094564875925, 3.892834483159558)","322","501","13500","436","13500","338","13500"
"(-2.042565749683006, 0.9878641489607981, 8.688009835889813)","(6.089301627955521, -6.636662022901705, 4.228041818257188)","323","6812","13500","6983","13500","7218","13500"
"(-6.764719973000999, 6.179128946436974, -2.4721752620189568)","(-9.78748468317879, -0.6802474425142968, 4.171991808398146)","324","7384","13500","7436","13500","7534","13500"
"(-0.9809745006210796, 1.2956878323637726, -1.7711618059528533)","(7.831741448812878, -1.788166163777337, 4.329696451244208)","325","7307","13500","7403","13500","7231","13500"
"(-3.682597792364819, -0.185853234243273, -3.8804307838614167)","(7.138783225290407, -9.819156635919825, 3.733607754691909)","326","7284","13500","7303","13500","7204","13500"
"(3.4243444710548134, -1.6523013788216707, -2.694010139060982)","(-3.4502805135571606, -6.543258065075226, 3.7961150736240756)","327","7168","13500","7322","13500","7274","13500"
"(6.589781133815182, -0.13045311767712078, 6.184896183754181)","(-0.3293102255060276, -9.54506129913409, 3.597896012704439)","328","6809","13500","7017","13500","7199","13500"
"(-4.696442221441111, -5.247355875903176, -5.148947753864708)","(2.8418749717170435, -6.833131826841643, 4.379954044261717)","329","7556","13500","7455","13500","7555","13500"
"(-4.2296735368896705, -4.599164474439893, -0.5671392144739533)","(8.158971119415746, 3.049241316041167, 3.727525267755795)","330","773","13500","828","13500","902","13500"
"(0.09932350233881554, -6.976160164154345, -4.779450357426486)","(4.858313883476521, 9.336720075258963, 4.177764410612509)","331","764","13500","938","13500","959","13500"
"(-4.606789017621154, -7.452157723217131, -3.617547171734161)","(6.891369869645267, -1.7824967007208965, 4.070967901147737)","332","767","13500","823","13500","848","13500"
"(-4.020893642262086, -7.661407082050231, 1.121485834463917)","(5.46998176219153, 4.3929067622687885, 4.383125951945658)","333","729","13500","833","13500","1002","13500"
"(5.7602412257103195, 2.8248758472358477, -5.296228136484665)","(1.8309237315355826, -5.436591347893631, 4.3935396142707575)","334","670","13500","625","13500","573","13500"
