"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-2.427834386496669, 1.6648628494655804, 7.513240097493643)","(-2.0425168564049905, 1.8594893647356425, 4.167905371055742)","173","392","13500","419","13500","103","13500"
"(-6.506110621075818, 7.1636993973133904, -1.1552715293762357)","(-1.707895723521215, -3.8816364470557456, 3.9372774270974915)","174","1353","13500","1302","13500","1347","13500"
"(1.0823187643496008, -9.268179373002638, -1.7245389258202224)","(-4.869883909244692, 2.931088753382314, 3.6378353181580714)","175","1477","13500","1516","13500","1486","13500"
"(-3.265241226962319, -1.7292155184224196, -2.3548973540674156)","(-1.0676732171036072, 9.340002284268675, 3.9836800810790107)","176","7248","13500","7157","13500","6895","13500"
"(3.431094203048688, 5.400899660204801, 1.1621599501168463)","(9.556791170106791, 7.892210211161817, 4.316521452255142)","177","7348","13500","7400","13500","7338","13500"
"(6.962426836801272, 1.194016500953393, -6.277780739659784)","(9.607214603776345, -7.52775059503997, 3.948240820713109)","178","7416","13500","7336","13500","7198","13500"
"(-3.287461336433356, 4.870857195040493, 0.6264729215735628)","(-2.5337937014363625, -3.2591658658021094, 4.127451247092951)","179","6654","13500","6886","13500","7072","13500"
"(4.777587147108158, 3.1340278554806305, 1.4317246951265004)","(8.161417417140171, -7.744398680641416, 4.451263605564511)","180","7274","13500","7175","13500","7192","13500"
"(0.7235862058326643, -7.662636394261649, 0.1258113106694697)","(-1.8619961830140461, -9.55342173490765, 3.5521447468291845)","181","1740","13500","2044","13500","2300","13500"
"(5.438094916271749, 0.8611158893708087, -2.8955550429154604)","(-4.676328452620009, -5.421909316807245, 4.349361402661734)","182","1801","13500","2123","13500","2447","13500"
"(3.3740676690799845, 3.523122601723192, 3.7352904182695954)","(4.38243172727711, 5.883469021302947, 3.7391689381653737)","183","2063","13500","2467","13500","2666","13500"
"(8.954524515118583, 0.14693380293686467, -1.986642028181129)","(6.3925924903210785, 2.6194940844802375, 4.401694148484985)","184","2041","13500","2494","13500","2791","13500"
"(-0.889787535638684, -2.4459662213791877, -2.513739939180322)","(-8.584156156367124, 5.510402730325163, 3.93127932199715)","185","7400","13500","7157","13500","7222","13500"
"(0.650791917452508, 5.924162390797765, -5.680413894508075)","(0.48168741208128196, 4.532686489034337, 3.9042492162467317)","186","6844","13500","6857","13500","7015","13500"
"(-5.512947495279406, 6.855473403079585, 2.7197016410170383)","(-3.944184368355268, -8.772106808260322, 3.9366587623579345)","187","7261","13500","7062","13500","6872","13500"
"(-0.40260166003097225, 4.574309185049012, 7.54574198043352)","(-6.442395765107345, 6.646949088546698, 3.846331547608433)","188","1693","13500","1878","13500","2031","13500"
"(-3.75070328616967, 2.3415021519880863, -6.855265660258668)","(0.634482303633499, -4.52421856267507, 4.234525602677471)","189","951","13500","809","13500","844","13500"
"(6.168240262025822, -0.1881483721565848, 0.015172617337308276)","(1.8763196229064754, -9.688728196575962, 4.334239652580463)","190","7209","13500","7190","13500","7194","13500"
"(-4.187926305779504, 3.6523166730182015, -6.735347052997719)","(-2.2309880059113922, -0.8849577176136165, 4.122899816825961)","191","453","13500","400","13500","274","13500"
"(-1.4239143358271014, 1.626727456619146, 1.2720489330622082)","(-9.326678409875234, -8.421296275869581, 4.017707153539359)","192","7342","13500","7336","13500","7367","13500"
"(-5.06347468187943, 3.196850905836813, 5.5835985983741105)","(-9.900494892585783, 2.834067996496854, 3.9401821020669727)","193","1648","13500","1888","13500","2095","13500"
"(3.5377827778680704, 0.5692463416314288, -2.249459308493411)","(-3.9479988088291833, -3.1355562753484083, 3.7367174116191104)","194","1872","13500","2266","13500","2432","13500"
"(4.211794654967985, -2.8340458923470826, 3.166839115295059)","(-0.364071189116137, 8.334626492619329, 4.431644311213316)","195","7290","13500","7121","13500","7063","13500"
"(0.648421312372602, 4.428964583934943, -8.395477669380726)","(-2.274862438904197, -2.5889684612100066, 3.6188377960735663)","196","320","13500","228","13500","12","13500"
"(-4.4921241428457455, 2.4306306548326626, 0.188442890288407)","(1.4453637470891518, 3.38997436965329, 4.159045143871862)","197","6979","13500","7014","13500","7069","13500"
"(-2.8674810441311003, -6.52677741489486, 6.592410954639623)","(9.936523030602974, 2.319127423903124, 4.466023980636692)","198","7338","13500","7149","13500","7143","13500"
"(5.856902245722075, 4.3935525929054435, -5.904612870366965)","(-0.45514494033287534, -4.878702421307571, 4.138555932864579)","199","956","13500","874","13500","878","13500"
"(-7.329006912771095, -3.693877896047881, 2.2922474469324303)","(-7.9268349424009354, 9.2804490345546, 3.9655695050669473)","200","7253","13500","7163","13500","7098","13500"
"(4.271896191004698, -2.8722470737792585, -8.238980960547938)","(-0.4966588872688078, -2.6255679291352463, 4.096984519351809)","201","400","13500","318","13500","191","13500"
"(4.868789258472889, 5.643688454820029, 3.3392406615101153)","(-4.594650318360916, -6.16893695610848, 4.375084973815638)","202","1628","13500","1835","13500","2044","13500"
"(6.399311527540686, -4.385098823226943, -1.921083971506352)","(-0.1414487994516378, -3.8668152090903245, 3.94492918509969)","203","1532","13500","1742","13500","2013","13500"
"(-1.326664136304034, 3.480646991408869, -0.303129789933674)","(-0.2550270203673435, 3.5699913461994086, 4.070426034138684)","204","1670","13500","1996","13500","2361","13500"
"(-6.127554215771596, -1.8318619425488338, 4.538404367588658)","(0.4377665259853103, -6.4718508759351545, 3.8537098284364633)","205","1572","13500","1695","13500","1856","13500"
"(-1.2947005231101674, 4.871943349548487, -1.407391477084015)","(-1.770852078345884, -9.544988180207664, 4.144958277182616)","206","7306","13500","7269","13500","7143","13500"
"(-1.2740114493894399, -5.217213835681456, -4.651280579507944)","(9.868352640781534, -1.3568712744850604, 4.075503043445547)","207","7221","13500","7045","13500","6937","13500"
"(5.5343321269536165, -0.8556006576190694, 5.947447871312797)","(-0.4291934932876238, 1.654147684474367, 4.3358749685548785)","208","454","13500","354","13500","254","13500"
"(4.281209300606065, -4.044101910271881, 5.547497590177578)","(3.4886606287487982, 7.743937597252376, 4.446361246054483)","209","7150","13500","7201","13500","7175","13500"
"(5.854494678575482, 4.689061923579686, -5.7262851743757235)","(1.329560750817718, 4.290046010660493, 4.070676917511422)","210","6842","13500","6942","13500","7014","13500"
"(-6.9903949374193335, -3.10627236872849, -2.286284159333988)","(-9.816886171811634, 2.7700464372053712, 4.00232875706626)","211","7363","13500","7273","13500","7274","13500"
"(6.109218878536208, 0.4327138967793804, 0.15371558110935973)","(-8.41503061414864, -6.703984310456022, 3.756432312516738)","212","7387","13500","7340","13500","7212","13500"
"(-5.292103910027415, 0.10782411510565716, 6.878945297326953)","(-1.7190790235189812, -1.0186075018118483, 3.6786786408815737)","213","220","13500","242","13500","18","13500"
"(-0.27619406240976835, 9.23787776221933, -2.1477452357453664)","(-4.194071396796755, -5.716249461688834, 4.087675780508245)","214","1922","13500","2282","13500","2542","13500"
"(7.671012687691792, -4.826282170805599, -2.8321369375577534)","(9.809859805350847, -7.718190433926592, 3.5428133785940528)","215","7228","13500","7401","13500","7453","13500"
"(-7.724261209661961, -4.761098780091826, 3.4431755255659913)","(2.5107752214652184, 8.130197350818712, 3.726204732291371)","216","1506","13500","1613","13500","1739","13500"
"(-0.03572800581330658, 0.2982221677553832, -2.569241862339534)","(9.696584020414587, -2.3345096595973196, 4.266320749420137)","217","7425","13500","7398","13500","7349","13500"
"(3.081323125117981, -5.504609653179448, -2.1626850302367977)","(-7.454054443214715, 1.6366458704200006, 3.7230562326683354)","218","1695","13500","1864","13500","2029","13500"
"(-4.927661116331584, 3.926117902552007, 1.562275847404739)","(6.632571025203685, -0.011772806557262427, 4.051994210471901)","219","1472","13500","1621","13500","1826","13500"
"(7.288090247926249, 3.009540266857421, 5.880923425837265)","(-5.923134426223113, 3.132457641858535, 3.6340780194329)","220","6699","13500","6715","13500","6781","13500"
"(3.114859932336353, -8.580425243558091, 0.6350622958041375)","(-6.655958630075267, -0.652768539960018, 3.635221695297656)","221","6876","13500","6902","13500","6951","13500"
"(-4.882608103141064, 5.107063429372348, 0.22012869089737927)","(-5.5731586872488625, -4.0019258978458865, 4.2311192493339265)","222","6972","13500","6996","13500","7029","13500"
"(-4.03259858748725, 5.416324761152576, -4.678144600908873)","(-7.298093020968257, -3.493935064283507, 3.5289708421535226)","223","7125","13500","7206","13500","7144","13500"
"(5.6957158013357985, -0.7541332574340543, 5.12468535706931)","(5.172190604579184, 4.644127846420449, 4.108103562890671)","224","1961","13500","2380","13500","2550","13500"
"(3.6349373914121963, 3.46510071193429, -7.439484009885084)","(2.994689198972724, 3.4648909585556957, 3.9018402615561354)","225","6728","13500","6895","13500","7005","13500"
"(-3.616326880167924, -4.22581331566704, -1.2781816569257465)","(-8.672974885798183, -8.444044939423245, 3.9886036976986134)","226","7297","13500","7391","13500","7310","13500"
"(-1.515032827053631, 3.4554975320050914, 3.1423481303144416)","(2.5656582270894663, -3.3135416465379564, 4.186663944993089)","227","7126","13500","7145","13500","7126","13500"
"(8.721523914949264, -0.690790498870857, 2.6484680617903873)","(-0.4862679208843961, 6.744995520112809, 4.345371768054387)","228","7208","13500","7208","13500","7151","13500"
"(-3.5560791956728703, -6.092821623389627, 2.163155307349549)","(-4.106823967005426, 1.8952957544326754, 3.563529520437267)","229","1606","13500","1804","13500","2016","13500"
"(-5.900218864163136, -5.737860516439826, -3.871805001527125)","(-3.1775895036252404, 7.481469687118988, 3.850426923926034)","230","1517","13500","1623","13500","1701","13500"
"(0.6978607353261297, 3.669167716841495, -6.5699281219481245)","(-9.659847766994073, 4.304803226599477, 4.4697274088233945)","231","7267","13500","7166","13500","7161","13500"
"(-2.654521881403789, -4.609748312972878, 4.596361722991676)","(-2.1848518638938685, 1.3838763892099148, 3.7681722304648573)","232","663","13500","508","13500","476","13500"
"(-2.086972662127208, -0.8610052691174515, -2.870849119133631)","(-2.581163079039328, 1.3002528982424888, 4.195146101237212)","233","1567","13500","1832","13500","2031","13500"
"(-2.204159457440964, 8.035141154639849, -4.625802459561569)","(-4.415626477465691, 7.843130442286931, 4.039912008369014)","234","1489","13500","1618","13500","1750","13500"
"(0.05624676845274091, -1.9878243594579807, -1.4542624460528164)","(8.210723725919816, -3.818174182060641, 4.011098294080363)","235","7359","13500","7296","13500","7284","13500"
"(-2.164123949266635, 6.045913199596392, -3.20532711337631)","(-3.2872864132834607, -3.488797859790111, 3.579319520021423)","236","1621","13500","1725","13500","1826","13500"
"(4.080684677877081, 0.3924713847180308, 3.2080320312425568)","(-7.232017442202483, 0.5090092032623232, 4.106907649676004)","237","7159","13500","7252","13500","7435","13500"
"(7.5731604415936165, -2.9559698253337903, 2.6918593586890824)","(6.077984687889124, 8.506639432657735, 3.63776373454127)","238","7098","13500","7045","13500","7046","13500"
"(-0.3395602382558163, -8.872917274018224, 4.096113841176292)","(-0.8325572983414489, 4.965831911720693, 4.3003352466812546)","239","1807","13500","2227","13500","2590","13500"
"(1.3036969931400268, 2.1147466413916405, 3.8349424521886357)","(5.441271840908652, 6.664214360054558, 4.018255581912426)","240","7249","13500","7148","13500","6939","13500"
"(0.7411143309762159, 2.054318891129682, -2.2111330264097173)","(4.48347240551591, -5.38823990468469, 4.126364978027838)","241","7192","13500","6937","13500","6823","13500"
"(-7.0055389994982615, 3.1362907524928656, -0.5936141544284496)","(-4.351994909102994, 7.51475199266784, 3.6317945602308583)","242","1651","13500","1799","13500","1886","13500"
"(-4.265931687299416, -2.057474878549224, 5.755028025547049)","(3.3693518882954834, -6.735650089158451, 4.217835480409384)","243","6894","13500","6633","13500","6657","13500"
"(3.1868036389217655, 2.2721302881039316, 2.228898921814703)","(1.6820565837617547, 0.1260622333152419, 3.553712943014351)","244","949","13500","968","13500","1073","13500"
"(1.7081405738568032, -2.4971993998715334, 3.758495262402254)","(-0.2698441301866321, -4.149519469526648, 3.7739074282289984)","245","1546","13500","1686","13500","1729","13500"
"(-1.5763999098122243, 7.247991036287664, -6.470332117284485)","(2.3434253178091886, 1.6631239084066607, 3.5283074228846045)","246","450","13500","380","13500","306","13500"
"(2.015952614293509, 0.24265305979667523, -1.5007205721152423)","(-4.479907675258068, -6.591422924664987, 4.4932371749937925)","247","7312","13500","7273","13500","7062","13500"
"(-7.761113001005982, 5.3438432846786865, -1.4671623653568553)","(1.7530801921750836, -0.4676959674871899, 4.246750383325479)","248","975","13500","944","13500","926","13500"
"(4.340057425086777, -4.214896713153577, 5.020602023346351)","(-5.467398745198944, 2.6648082484351825, 4.397966251849828)","249","7299","13500","7218","13500","7075","13500"
"(-3.000381099316118, 5.320499609318879, -4.848032406155711)","(2.844748540358225, -3.0918436570472636, 4.112298909162883)","250","1050","13500","985","13500","957","13500"
"(-2.067422272684598, -4.194041072339684, -3.7388486399324696)","(-9.730853880533326, -4.609681586939251, 3.8915493927296296)","251","7381","13500","7313","13500","7287","13500"
"(2.9764821282566567, -4.249512496783261, 1.5233091794733051)","(9.753653901315591, -9.303358522663462, 4.122365657334546)","252","7304","13500","7391","13500","7332","13500"
"(-4.045149638515077, 0.609674746677307, 3.3581787726651586)","(-6.759125575222871, -4.852749086295742, 4.061250557514919)","253","7241","13500","7163","13500","6900","13500"
"(-4.162223474110542, 1.8000803479875418, -4.781597385444778)","(-9.360947681780695, -8.404640337121101, 3.811216066681013)","254","7242","13500","7276","13500","7201","13500"
"(-5.936140332748396, -4.695158923118548, -4.1695163204200165)","(-0.989120951362569, -1.5045130606347907, 3.693177112924351)","255","1603","13500","1843","13500","2104","13500"
"(-4.083093845059054, -0.778780244265101, 4.266735956144082)","(7.139064873570142, 1.1590466224515765, 3.907221153131877)","256","7451","13500","7276","13500","7478","13500"
"(3.205767902797092, 3.362418044120064, -8.47271700548192)","(-9.363917553978883, -5.064476055076739, 3.9164729695208975)","257","1372","13500","1487","13500","1566","13500"
"(-1.0720910320348251, 3.3757392457427167, -7.546572004454079)","(2.287011376358752, 3.849533279320795, 4.376172553659515)","258","1853","13500","2081","13500","2351","13500"
"(-4.862840355367363, -4.60516565307456, 2.46487593708672)","(-5.174451966737836, -7.113596341365939, 3.618697237001226)","259","1719","13500","2007","13500","2287","13500"
"(3.1282418851817275, 3.520353190839451, -2.965618988339386)","(8.363378557256098, -0.6571828564863562, 4.056749108944917)","260","7393","13500","7198","13500","7117","13500"
"(-6.254204260206841, 3.6034954939937647, 4.039492902494165)","(8.901388827099996, 7.22853242891377, 3.7904728301921367)","261","7192","13500","7212","13500","7233","13500"
"(-4.3338533044694545, 3.1758796492884973, -0.5390696493987971)","(8.524705883316937, -5.493831488560508, 3.61622525721334)","262","7339","13500","7357","13500","7297","13500"
"(5.233025492727541, 6.008432498531468, 3.593977043786353)","(-6.935281215585533, -9.804380389853854, 3.890690821549957)","263","7261","13500","7391","13500","7379","13500"
"(3.35277043880758, -1.562650284268287, 8.921499534866241)","(-6.442586271311375, 6.414045726172006, 3.504880768979789)","264","7352","13500","7337","13500","7306","13500"
"(4.749785716283279, -0.5173261433119815, -5.418316782849199)","(-4.68227286271534, -1.1970823933385333, 4.313694485868986)","265","1392","13500","1516","13500","1510","13500"
"(1.5966246702557962, -6.066277056339457, -5.3750648529049)","(-3.185856416826434, 9.584168124125249, 4.189785659530273)","266","1574","13500","1722","13500","1860","13500"
"(-8.048399864582672, -0.2819580866136454, 0.30487267282234687)","(5.228619333322662, 4.263278468343373, 4.191123745899442)","267","1787","13500","2081","13500","2341","13500"
"(-4.475598443340362, 4.56915353894379, 6.779694220982875)","(4.86832271604948, 2.710033095118483, 4.032630991846723)","268","1405","13500","1612","13500","1862","13500"
"(4.676877146982939, -7.1183285019337985, 4.5372652131433036)","(4.857174742410841, 8.000190204183689, 3.561508202970517)","269","7180","13500","7124","13500","7107","13500"
"(-2.017294860036505, 2.816476870040663, -7.480771727950446)","(-3.558846530464228, -9.78820610738393, 4.2020840584428445)","270","7293","13500","7139","13500","6975","13500"
"(4.832302492014201, 4.766739199604609, 7.335791497525492)","(7.413153721105775, 6.266192342603109, 4.027442551124208)","271","1720","13500","2073","13500","2370","13500"
"(4.041529922046908, 5.108519869828989, 4.525310681904862)","(-4.046291933196593, -3.2233729850046933, 3.9472512809493736)","272","7234","13500","7368","13500","7492","13500"
"(-6.540555947532045, 2.3877325865708148, 6.6305817614166624)","(-8.361464068423313, 9.07130813600611, 4.125664030467011)","273","7346","13500","7314","13500","7315","13500"
"(-0.18403135812842975, 1.5910075708097804, -4.269794607757876)","(9.526858626785227, -7.091613807126982, 4.474242318528718)","274","7383","13500","7336","13500","7359","13500"
"(1.7346945162728358, 8.849857124907757, 0.1263074603308581)","(-5.041326511132674, -5.324517565099183, 3.726840307253797)","275","1975","13500","2325","13500","2600","13500"
"(-4.744332376117642, -0.525719653831044, 4.698561664248806)","(-9.282163257829328, -8.685324915250414, 3.676322943899808)","276","7431","13500","7328","13500","7278","13500"
"(0.5750248344799295, -2.8398597038185995, -5.2148948878072385)","(2.889021008589607, -8.199613137702006, 4.352027855225287)","277","7310","13500","7297","13500","7246","13500"
"(1.0292682556074804, -9.723497327197599, 1.9210492034927928)","(4.405485165482412, 7.532401177729692, 4.236480924537223)","278","1546","13500","1681","13500","1846","13500"
"(-2.2285674040324963, -4.2953410934180685, -6.951530591011338)","(1.2712158174409733, 5.885621549385645, 3.611308259992363)","279","1530","13500","1651","13500","1636","13500"
"(4.212418156366738, -8.84122217377589, -1.439179798807042)","(5.165828319317319, 8.954907546791429, 4.017028376131022)","280","7258","13500","7218","13500","7106","13500"
"(-6.370169069167117, 4.379950358253193, 6.099650025768517)","(4.011614558303444, -3.0496001666984407, 4.277716749493217)","281","7072","13500","6937","13500","6704","13500"
"(1.6966749889816266, 0.2296523947222038, -4.83132863825809)","(-2.429267815195521, -5.174824389902177, 4.29309042807708)","282","1632","13500","1861","13500","2016","13500"
"(6.578848725717698, -5.9490896754613924, -0.7408704891851259)","(5.005351201897938, -8.805023265847314, 4.480283341608778)","283","1452","13500","1587","13500","1672","13500"
"(-1.0125589726987505, -4.668048920069824, -5.938588496041418)","(-8.439362670557774, 7.175653031502783, 3.738976055025023)","284","7307","13500","7208","13500","7030","13500"
"(-1.3798488065299912, 2.0005048457635985, -0.10404566359001714)","(-0.3134214356127103, -9.527973771953972, 3.7383071611709786)","285","7407","13500","7337","13500","7300","13500"
"(-2.6212864002193457, 2.7210997966447326, 2.124251989432509)","(4.105843849510631, -5.1197810661881915, 4.197091269082235)","286","7182","13500","7247","13500","7440","13500"
"(5.67238318502221, -2.5374698053448133, 0.5762372247184961)","(0.07829614288027464, 4.096835398892839, 4.2999254100985835)","287","6800","13500","6843","13500","6935","13500"
"(-3.9073859598996576, 4.839838921697976, 2.169548205683454)","(7.343669205134894, -6.644586661317171, 4.268347005283759)","288","7295","13500","7404","13500","7337","13500"
"(1.8026666911706026, -0.9741484433771705, 6.335138684425836)","(-1.1691249657326175, -6.496297768978099, 4.170681406805156)","289","1596","13500","1704","13500","1829","13500"
"(0.7174711804345227, 6.424293567466413, 2.3473841124766506)","(-6.192483966531452, 9.352812173510298, 3.7861918883213024)","290","7415","13500","7331","13500","7236","13500"
"(4.497141699881916, -4.849609953851821, 6.795280672212403)","(-9.696650330205522, 3.62638256186046, 4.428727466691723)","291","7439","13500","7312","13500","7324","13500"
"(-2.4068516260985375, 6.553747760341625, -4.795621305209576)","(5.291155537018838, -6.205933820133689, 4.472331741234057)","292","1788","13500","2106","13500","2466","13500"
"(-2.6786665093080613, -4.382230473039517, 0.4730625392547488)","(-8.516259016545487, -3.2986975914572847, 3.5360511857412886)","293","7401","13500","7294","13500","7122","13500"
"(5.1430996139753855, -4.417705684813339, -5.264555198269365)","(-4.650352326351561, 1.2687131204186048, 4.294301558252188)","294","1241","13500","1259","13500","1196","13500"
"(6.048055494537671, 6.002014993263898, -3.2649181080929544)","(-1.9527758358933482, 6.943461436787036, 4.209966231088339)","295","6980","13500","6876","13500","6861","13500"
"(3.6885351687478822, -4.478722406951097, 7.341081334255767)","(-9.529014744518697, 6.60643213155457, 4.379810901106214)","296","7276","13500","7316","13500","7445","13500"
"(-7.381091945150003, 6.276331588607157, 0.14727868232460908)","(2.136480609846105, -9.932011953076405, 3.772363401737582)","297","1450","13500","1592","13500","1669","13500"
"(-1.6209062026097034, 2.930492607685731, -6.630432465250738)","(-9.920865334029642, -7.647833778471593, 3.7679372271786704)","298","7396","13500","7270","13500","7228","13500"
"(2.3372758846434323, -7.980791274518466, 2.2792504468688657)","(-5.850208076249286, 4.165397166357188, 3.7447718504387115)","299","1632","13500","1763","13500","1910","13500"
"(0.7853244653664028, 7.348751822957898, -1.1136031347053401)","(9.548516782725585, -4.681284939969195, 3.9092552120774546)","300","7272","13500","7097","13500","7019","13500"
"(3.0718070716296753, 3.741466004464285, 2.2812936522254903)","(-6.654101316541327, 8.03223250061654, 3.868522890553187)","301","7377","13500","7258","13500","7214","13500"
"(3.180992516121285, 0.6758589016488913, 7.179492806398545)","(2.6035427735906715, 4.135732068379523, 3.5986692599291112)","302","1303","13500","1295","13500","1236","13500"
"(-2.9957173400179617, 6.625357649343224, -3.7806415738163155)","(3.957093538313554, 4.187087001258789, 4.224207673079777)","303","7415","13500","7411","13500","7392","13500"
"(-7.63608468554698, 3.046983992556181, 2.7851725020284004)","(7.454268647289425, 5.853286156870057, 4.187813945386676)","304","7196","13500","7134","13500","7123","13500"
"(4.499544390445714, 2.7870501816543416, 4.853753402273175)","(-4.581426635579781, 1.4915225996257142, 3.8966101982845887)","305","7067","13500","7125","13500","7044","13500"
"(-3.5723537175351727, -2.6133627881743355, 4.00027106460337)","(5.57942485988956, -6.228742438792274, 4.451681320561312)","306","7158","13500","7073","13500","7059","13500"
"(3.3430903726454066, 1.8544784334953188, 9.188907535689905)","(2.165537913402849, 4.707283997805931, 3.5191938884111664)","307","1043","13500","932","13500","891","13500"
"(7.032574680506789, -6.73888159356116, -0.41656278969192473)","(-5.4465346923368285, 1.4391435701862214, 4.184170810245188)","308","1785","13500","2035","13500","2297","13500"
"(1.2261954886784656, 3.6740755865686783, 6.814855247824725)","(7.9168944893088735, 3.522904298538487, 3.5669622389513442)","309","7101","13500","7080","13500","6838","13500"
"(-6.878429151966142, 1.4759988195420932, -6.755442285793832)","(4.348910017856687, -5.20902768323867, 3.5486094795984835)","310","1674","13500","1980","13500","2164","13500"
"(4.622291240151654, 3.1541097785147167, -1.2248868611909973)","(0.7417604093011114, -3.736290119098385, 4.137717553976399)","311","1765","13500","1844","13500","2077","13500"
"(-0.8002429575064094, -1.8383103622314225, -2.6759852416809826)","(-8.50507992059541, 1.2108100395127224, 4.20622507644479)","312","7230","13500","7225","13500","7284","13500"
"(-8.846112662281403, 2.4621042885176587, 3.8971347628177977)","(-2.8941548030079307, -9.477989284282351, 3.783100195329828)","313","7041","13500","7051","13500","7049","13500"
"(-2.935481758633218, -0.8407306018935548, 8.080498093286208)","(-0.3316398964184124, 1.6231533247670136, 4.0268944334128935)","314","481","13500","414","13500","186","13500"
"(4.6571484930127784, -5.069925183483122, 5.342766488176156)","(5.587655394987198, 2.7072314209302704, 4.2382123650692805)","315","1762","13500","1938","13500","2038","13500"
"(-4.355797415422185, 3.499339668218625, -3.3842026087189234)","(-4.661794289060365, 6.291311458613965, 3.925814167134391)","316","7275","13500","7391","13500","7400","13500"
"(2.650587831687925, 0.38977203118789383, 0.3714947286786218)","(2.301343008958167, 5.831470667113827, 4.200975588370972)","317","7189","13500","7024","13500","6986","13500"
"(5.003041871916007, -7.562671695226169, 2.256127657713143)","(7.746711685742589, -3.6732516129213355, 3.9607361177213245)","318","1778","13500","2045","13500","2224","13500"
"(1.9601905981696237, -2.73227075293609, -1.13717746900383)","(-6.420120194754395, 0.9348407176048941, 4.299034639705745)","319","7183","13500","7066","13500","6906","13500"
"(-1.4048354464547725, -0.5807625990384349, -4.921128445472221)","(6.7935605888225865, 0.5258040016116095, 4.38050577216208)","320","7007","13500","6923","13500","6745","13500"
"(6.057149004175802, -3.665065962344407, -6.447310584946815)","(0.9982512132485191, -0.9138006912300476, 4.120867569800609)","321","397","13500","296","13500","282","13500"
"(-2.0072651516660884, 7.787159873413792, -5.795753232752727)","(-3.9004663300412945, 3.8715566270994337, 3.5424902498527273)","322","1321","13500","1455","13500","1588","13500"
"(-0.3879636080446453, -0.36737968312220187, 0.4097501751716591)","(5.295457602078098, 9.791241523605937, 3.8951198336395483)","323","7710","13500","7716","13500","7698","13500"
"(6.40646278179707, -5.4748007753170045, -3.2098135666533727)","(-9.089469468558967, -8.378034312476197, 4.009051162774652)","324","7327","13500","7325","13500","7260","13500"
"(0.8950362709935767, 2.1171343921594312, -8.675206308631477)","(-8.41917579286985, -9.96780401811472, 3.759493958467886)","325","7338","13500","7277","13500","7146","13500"
"(-2.761606829855179, -6.526340896154426, 1.4349559995659327)","(6.682772895130636, 6.202055232328014, 3.824253783752659)","326","7371","13500","7398","13500","7270","13500"
"(3.937869497398401, 2.239193115039419, -2.113434607257436)","(-8.210566239159354, 9.898738823036254, 3.836052672886277)","327","7390","13500","7413","13500","7402","13500"
"(-4.23851228446073, -3.6780615881193763, -3.900545803461333)","(-6.941364706794655, 8.02585176304256, 4.432279917896319)","328","7315","13500","7228","13500","7276","13500"
"(-7.92948412695824, 4.837069696563327, 2.2910417136818158)","(-9.523621606279697, 6.981846909598012, 3.899521819434217)","329","7215","13500","7316","13500","7295","13500"
"(-2.8754755740958338, -5.9246395188345335, -4.82176108513699)","(-2.611113324990157, 9.313643058574506, 4.056310179043099)","330","7265","13500","7165","13500","7013","13500"
"(-2.740681505270649, -0.3544343771451223, 1.0499184337365228)","(7.9359045033663875, 5.993772739363877, 4.3662339927134965)","331","7483","13500","7416","13500","7438","13500"
"(-4.882869033966216, 0.9989803998383994, 4.606241981302313)","(-4.301543523533886, 1.8143065241926077, 4.453804631994631)","332","1546","13500","1852","13500","2055","13500"
"(3.453001802672191, -3.829460905585528, 0.3227773963347498)","(1.2307077685452565, -7.410849555767644, 4.234102394357164)","333","7256","13500","7230","13500","7075","13500"
"(3.7786777083196648, -5.128918902654101, 2.5755595453362226)","(-3.3644775484976837, -0.6161720387762166, 4.489496040016978)","334","7064","13500","7086","13500","7062","13500"
"(7.407991220969968, 6.271094586967019, -2.3352288907667926)","(9.095810469691163, -3.4230727512559884, 3.5267639897699405)","335","7253","13500","7116","13500","6962","13500"
"(3.033775000884507, -2.3026593201053447, 2.2370750141962152)","(-3.981409884903271, -6.620493796561093, 3.5358372473898445)","336","7177","13500","7120","13500","7016","13500"
"(-4.182307138965633, -2.1394210649178853, -6.301774736182226)","(4.299152192743135, 6.131539637574075, 3.7312416117708618)","337","1768","13500","2055","13500","2319","13500"
"(-3.159070326748726, -4.841423341992917, -5.865661492968178)","(6.0975747976490595, 3.652643924067016, 3.699190772930498)","338","1988","13500","2417","13500","2634","13500"
"(-4.7363045045072685, 5.83149328006894, -3.334548161616745)","(9.921621597277266, -3.016780833623381, 4.227769112082719)","339","7337","13500","7361","13500","7231","13500"
"(6.136324236949211, 0.9615623223982698, 5.1931175114225505)","(-0.8102500072840293, 8.145412688425214, 3.9520530021203824)","340","6985","13500","6805","13500","6742","13500"
"(8.764310634570249, 2.6081935831174476, -0.3064001311790959)","(5.723896439379086, 5.15025194154661, 3.8843585701240175)","341","1773","13500","2133","13500","2453","13500"
"(0.01700080668049239, -2.9471440671373443, -2.8770223569254476)","(6.143268149203241, -3.340731817907983, 3.8462566332561607)","342","7202","13500","7225","13500","7174","13500"
"(-1.3428115326720262, 5.226568582865842, 6.488724291557815)","(6.872952636424646, 5.605347484291963, 4.44577107160875)","343","7196","13500","7090","13500","6954","13500"
"(6.5137188968836215, 3.4923874355176845, -3.5865950352129228)","(2.3526630476784547, -8.1082566934242, 3.861048109913581)","344","6940","13500","6885","13500","6833","13500"
